RecordNumber,SourceName,TaskCategory,EventCode,EventType,cluster
42664,Microsoft-Windows-FilterManager,23,4,3,0
42662,Microsoft-Windows-FilterManager,23,4,3,0
42625,Microsoft-Windows-DNS Client Events,13,1014,3,0
42592,Microsoft-Windows-DNS Client Events,13,1014,3,0
42587,Microsoft-Windows-DNS Client Events,13,1014,3,0
42545,Microsoft-Windows-DistributedCOM,23,10016,2,0
42514,Microsoft-Windows-DNS Client Events,13,1014,3,0
42485,Microsoft-Windows-DistributedCOM,23,10016,2,0
42484,Microsoft-Windows-DistributedCOM,23,10016,2,0
42483,Microsoft-Windows-DistributedCOM,23,10016,2,0
42467,Microsoft-Windows-Time-Service,23,36,3,0
42466,Microsoft-Windows-Time-Service,23,134,3,0
42455,Microsoft-Windows-DistributedCOM,23,10016,2,0
42447,Microsoft-Windows-DNS Client Events,13,1014,3,0
42417,Microsoft-Windows-DistributedCOM,23,10016,2,0
42352,Microsoft-Windows-Service Control Manager,23,7023,2,0
42351,Microsoft-Windows-Service Control Manager,23,7023,2,0
42350,Microsoft-Windows-Service Control Manager,23,7023,2,0
42349,Microsoft-Windows-Service Control Manager,23,7023,2,0
42348,Microsoft-Windows-Service Control Manager,23,7023,2,0
42347,Microsoft-Windows-FilterManager,23,4,3,0
42344,Microsoft-Windows-FilterManager,23,4,3,0
42342,Microsoft-Windows-FilterManager,23,4,3,0
42318,Microsoft-Windows-FilterManager,23,4,3,0
42309,Microsoft-Windows-DNS Client Events,13,1014,3,0
42282,Microsoft-Windows-DistributedCOM,23,10016,2,0
42281,Microsoft-Windows-DistributedCOM,23,10016,2,0
42277,Microsoft-Windows-DistributedCOM,23,10016,2,0
42276,Microsoft-Windows-DNS Client Events,13,1014,3,0
42239,Microsoft-Windows-Kernel-PnP,24,219,3,0
42210,Microsoft-Windows-DistributedCOM,23,10016,2,0
42198,Microsoft-Windows-FilterManager,23,4,3,0
42185,Microsoft-Windows-Service Control Manager,23,7022,2,0
42183,Microsoft-Windows-DNS Client Events,13,1014,3,0
42146,Microsoft-Windows-DistributedCOM,23,10016,2,0
42145,Microsoft-Windows-DistributedCOM,23,10016,2,0
42144,Microsoft-Windows-DistributedCOM,23,10016,2,0
42133,Microsoft-Windows-DistributedCOM,23,10010,2,0
42124,Microsoft-Windows-DNS Client Events,13,1014,3,0
42078,Microsoft-Windows-Kernel-PnP,24,219,3,0
42047,Microsoft-Windows-DistributedCOM,23,10016,2,0
42046,Microsoft-Windows-DNS Client Events,13,1014,3,0
42044,Microsoft-Windows-DNS Client Events,13,1014,3,0
42022,Microsoft-Windows-DNS Client Events,13,1014,3,0
42020,Microsoft-Windows-DNS Client Events,13,1014,3,0
42019,Microsoft-Windows-DNS Client Events,13,1014,3,0
41993,Microsoft-Windows-Time-Service,23,36,3,0
41987,Microsoft-Windows-DistributedCOM,23,10016,2,0
41981,Microsoft-Windows-DNS Client Events,13,1014,3,0
41980,Microsoft-Windows-DNS Client Events,13,1014,3,0
41979,Microsoft-Windows-DNS Client Events,13,1014,3,0
41922,Microsoft-Windows-WindowsUpdateClient,26,20,2,0
41910,Microsoft-Windows-DNS Client Events,13,1014,3,0
41906,Microsoft-Windows-DNS Client Events,13,1014,3,0
41904,Microsoft-Windows-DNS Client Events,13,1014,3,0
41901,Microsoft-Windows-DistributedCOM,23,10016,2,0
41894,Microsoft-Windows-FilterManager,23,4,3,0
41891,Microsoft-Windows-Service Control Manager,23,7023,2,0
41890,Microsoft-Windows-Service Control Manager,23,7023,2,0
41889,Microsoft-Windows-Service Control Manager,23,7023,2,0
41888,Microsoft-Windows-Service Control Manager,23,7023,2,0
41887,Microsoft-Windows-Service Control Manager,23,7023,2,0
41886,Microsoft-Windows-FilterManager,23,4,3,0
41883,Microsoft-Windows-FilterManager,23,4,3,0
41874,Microsoft-Windows-DistributedCOM,23,10016,2,0
41871,Microsoft-Windows-DNS Client Events,13,1014,3,0
41856,Microsoft-Windows-DNS Client Events,13,1014,3,0
41837,Microsoft-Windows-DNS Client Events,13,1014,3,0
41819,Microsoft-Windows-DNS Client Events,13,1014,3,0
41818,Microsoft-Windows-DNS Client Events,13,1014,3,0
41775,Microsoft-Windows-DistributedCOM,23,10016,2,0
41766,Microsoft-Windows-DNS Client Events,13,1014,3,0
41730,Microsoft-Windows-DistributedCOM,23,10016,2,0
41674,Microsoft-Windows-DNS Client Events,13,1014,3,0
41638,Microsoft-Windows-DNS Client Events,13,1014,3,0
41637,Microsoft-Windows-DistributedCOM,23,10016,2,0
41636,Microsoft-Windows-DistributedCOM,23,10016,2,0
41635,Microsoft-Windows-DistributedCOM,23,10016,2,0
41627,Microsoft-Windows-Time-Service,23,36,3,0
41619,Microsoft-Windows-Time-Service,23,134,3,0
41612,Microsoft-Windows-DNS Client Events,13,1014,3,0
41608,Microsoft-Windows-DNS Client Events,13,1014,3,0
41607,Microsoft-Windows-DNS Client Events,13,1014,3,0
41569,Microsoft-Windows-DistributedCOM,23,10016,2,0
41568,Microsoft-Windows-DNS Client Events,13,1014,3,0
41567,Microsoft-Windows-DNS Client Events,13,1014,3,0
41527,Microsoft-Windows-DNS Client Events,13,1014,3,0
41443,Microsoft-Windows-DNS Client Events,13,1014,3,0
41375,Microsoft-Windows-DNS Client Events,13,1014,3,0
41348,Microsoft-Windows-DistributedCOM,23,10016,2,0
41347,Microsoft-Windows-DistributedCOM,23,10016,2,0
41346,Microsoft-Windows-DistributedCOM,23,10016,2,0
41341,Microsoft-Windows-FilterManager,23,4,3,0
41297,Microsoft-Windows-Kernel-PnP,24,219,3,0
41294,Microsoft-Windows-Kernel-Power,27,41,1,0
41280,BugCheck,23,1001,2,0
41276,EventLog,23,6008,2,0
41231,Microsoft-Windows-DistributedCOM,23,10010,2,0
41194,Microsoft-Windows-DNS Client Events,13,1014,3,0
41145,Microsoft-Windows-DNS Client Events,13,1014,3,0
41130,Microsoft-Windows-Service Control Manager,23,7023,2,0
41129,Microsoft-Windows-Service Control Manager,23,7023,2,0
41128,Microsoft-Windows-Service Control Manager,23,7023,2,0
41117,Microsoft-Windows-Service Control Manager,23,7023,2,0
41116,Microsoft-Windows-Service Control Manager,23,7023,2,0
41111,Microsoft-Windows-FilterManager,23,4,3,0
41110,Microsoft-Windows-FilterManager,23,4,3,0
41107,Microsoft-Windows-FilterManager,23,4,3,0
41097,Microsoft-Windows-FilterManager,23,4,3,0
41055,Microsoft-Windows-DNS Client Events,13,1014,3,0
41054,Microsoft-Windows-DistributedCOM,23,10016,2,0
41053,Microsoft-Windows-DistributedCOM,23,10016,2,0
41052,Microsoft-Windows-DistributedCOM,23,10016,2,0
40998,Microsoft-Windows-Kernel-PnP,24,219,3,0
40978,Microsoft-Windows-Kernel-PnP,24,219,3,0
40977,Microsoft-Windows-Kernel-PnP,24,219,3,0
40968,Microsoft-Windows-DNS Client Events,13,1014,3,0
40957,Microsoft-Windows-DistributedCOM,23,10016,2,0
40923,Microsoft-Windows-Kernel-PnP,24,219,3,0
40902,Microsoft-Windows-Kernel-PnP,24,219,3,0
40881,Microsoft-Windows-Kernel-PnP,24,219,3,0
40860,Microsoft-Windows-Kernel-PnP,24,219,3,0
40673,Microsoft-Windows-Kernel-PnP,24,219,3,0
40672,Microsoft-Windows-Kernel-PnP,24,219,3,0
40585,Microsoft-Windows-Kernel-PnP,24,219,3,0
40584,Microsoft-Windows-Kernel-PnP,24,219,3,0
40583,Microsoft-Windows-Kernel-PnP,24,219,3,0
40582,Microsoft-Windows-Kernel-PnP,24,219,3,0
40581,Microsoft-Windows-Kernel-PnP,24,219,3,0
40580,Microsoft-Windows-Kernel-PnP,24,219,3,0
40513,Microsoft-Windows-Kernel-PnP,24,219,3,0
40512,Microsoft-Windows-Kernel-PnP,24,219,3,0
40511,Microsoft-Windows-Kernel-PnP,24,219,3,0
40509,Microsoft-Windows-Kernel-PnP,24,219,3,0
40508,Microsoft-Windows-Kernel-PnP,24,219,3,0
40507,Microsoft-Windows-Kernel-PnP,24,219,3,0
40385,Microsoft-Windows-DNS Client Events,13,1014,3,0
40271,Microsoft-Windows-DNS Client Events,13,1014,3,0
40242,Microsoft-Windows-DistributedCOM,23,10016,2,0
40241,Microsoft-Windows-DistributedCOM,23,10016,2,0
40240,Microsoft-Windows-DistributedCOM,23,10016,2,0
40226,Microsoft-Windows-Time-Service,23,36,3,0
40215,Microsoft-Windows-DistributedCOM,23,10016,2,0
40192,Microsoft-Windows-DNS Client Events,13,1014,3,0
40178,Microsoft-Windows-WindowsUpdateClient,26,20,2,0
40140,Microsoft-Windows-DNS Client Events,13,1014,3,0
40127,Microsoft-Windows-DNS Client Events,13,1014,3,0
40123,Microsoft-Windows-DNS Client Events,13,1014,3,0
40120,Microsoft-Windows-DNS Client Events,13,1014,3,0
40113,Microsoft-Windows-Time-Service,23,134,3,0
40096,Microsoft-Windows-Time-Service,23,134,3,0
40095,Microsoft-Windows-Time-Service,23,134,3,0
40092,Microsoft-Windows-Time-Service,23,36,3,0
40084,Microsoft-Windows-Time-Service,23,134,3,0
19934,Microsoft Windows security auditing.,2,4907,0,0
19931,Microsoft Windows security auditing.,2,4907,0,0
19887,Microsoft Windows security auditing.,2,4907,0,0
19317,Microsoft Windows security auditing.,2,4907,0,0
18889,Microsoft Windows security auditing.,2,4907,0,0
16656,Microsoft-Windows-Eventlog,6,1101,2,0
8458,igfxCUIService2.0.0.0,14,0,4,1
8457,igfxCUIService2.0.0.0,14,0,4,1
8456,Microsoft-Windows-Apps,0,5973,2,0
8446,Windows Error Reporting,23,1001,4,0
8445,Windows Error Reporting,23,1001,4,0
8441,MsiInstaller,23,1033,4,0
8438,ESENT,16,508,3,0
8436,ESENT,10,533,3,0
8434,Microsoft-Windows-CAPI2,23,513,2,0
8427,Windows Error Reporting,23,1001,4,0
8426,Windows Error Reporting,23,1001,4,0
8419,Windows Error Reporting,23,1001,4,0
8418,Windows Error Reporting,23,1001,4,0
8417,Windows Error Reporting,23,1001,4,0
8416,Windows Error Reporting,23,1001,4,0
8415,Windows Error Reporting,23,1001,4,0
8414,Windows Error Reporting,23,1001,4,0
8411,Windows Error Reporting,23,1001,4,0
8410,Windows Error Reporting,23,1001,4,0
8409,Windows Error Reporting,23,1001,4,0
8408,Windows Error Reporting,23,1001,4,0
8407,Windows Error Reporting,23,1001,4,0
8406,Windows Error Reporting,23,1001,4,0
8401,Windows Error Reporting,23,1001,4,0
8400,Microsoft-Windows-COMRuntime,23,10031,2,0
8378,Microsoft-Windows-COMRuntime,23,10031,2,0
8377,igfxCUIService2.0.0.0,14,0,4,1
8376,igfxCUIService2.0.0.0,14,0,4,1
8374,igfxCUIService2.0.0.0,14,0,4,1
8373,igfxCUIService2.0.0.0,14,0,4,1
8369,igfxCUIService2.0.0.0,14,0,4,1
8368,igfxCUIService2.0.0.0,14,0,4,1
8355,Windows Error Reporting,23,1001,4,0
8349,Application Error,1,1000,2,0
8342,Microsoft-Windows-Perflib,23,1008,2,0
8316,MsiInstaller,23,1033,4,0
8311,Microsoft-Windows-CAPI2,23,513,2,0
8284,iPod Service,14,0,4,1
8283,Microsoft-Windows-Search,18,1003,4,1
8282,Microsoft-Windows-Apps,0,5973,2,0
8264,Microsoft-Windows-COMRuntime,23,10031,2,0
8262,igfxCUIService2.0.0.0,14,0,4,1
8261,igfxCUIService2.0.0.0,14,0,4,1
8260,igfxCUIService2.0.0.0,14,0,4,1
8259,igfxCUIService2.0.0.0,14,0,4,1
8251,NVNetworkService,14,0,4,1
8243,NVNetworkService,14,0,4,1
8239,igfxCUIService2.0.0.0,14,0,4,1
8238,igfxCUIService2.0.0.0,14,0,4,1
8222,Windows Error Reporting,23,1001,4,0
8199,Microsoft-Windows-Search,18,1003,4,1
8188,iPod Service,14,0,4,1
8180,igfxCUIService2.0.0.0,14,0,4,1
8179,igfxCUIService2.0.0.0,14,0,4,1
8177,igfxCUIService2.0.0.0,14,0,4,1
8176,igfxCUIService2.0.0.0,14,0,4,1
8160,Microsoft-Windows-Security-SPP,23,8198,2,0
8158,Microsoft-Windows-WMI,23,63,3,0
8157,Microsoft-Windows-WMI,23,63,3,0
8156,Microsoft-Windows-WMI,23,63,3,0
8154,Microsoft-Windows-WMI,23,63,3,0
8153,Microsoft-Windows-WMI,23,63,3,0
8152,Microsoft-Windows-WMI,23,63,3,0
8149,Microsoft-Windows-Security-SPP,23,8233,3,0
7833,ESENT,10,636,3,0
7832,ESENT,10,640,3,0
7828,NVNetworkService,14,0,4,1
7818,NVNetworkService,14,0,4,1
