RecordNumber,SourceName,TaskCategory,EventCode,EventType
33329,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33319,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33279,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33278,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33276,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33269,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33265,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33262,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33256,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
33241,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33231,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33227,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33143,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
33142,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33141,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33140,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33122,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33120,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33119,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33118,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
33064,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
33045,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
33032,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32957,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32930,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32929,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32926,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32925,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32924,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32920,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32916,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
32913,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32911,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32898,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32840,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32839,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32838,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32782,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
32763,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32761,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32751,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32732,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32710,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32709,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
32695,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32672,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
32671,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
32669,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
32589,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32587,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32586,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32580,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32579,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32539,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32538,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32537,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32536,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32534,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32524,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32523,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32515,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32470,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32371,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32370,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32327,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32325,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32305,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32304,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32298,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32293,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32224,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32223,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32222,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32221,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32220,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32215,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32204,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32196,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32195,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32194,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32193,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32133,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32132,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32131,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32130,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32127,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32125,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32124,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32107,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32050,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32049,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
32048,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32047,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32046,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32045,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
32043,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32040,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32033,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
32023,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31969,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31968,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31967,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31966,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31965,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31964,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31961,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31959,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31958,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31942,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31919,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31859,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31858,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31857,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31856,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31855,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31854,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31850,"Microsoft-Windows-Time-Service","The operation completed successfully.",36,3
31846,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31845,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31834,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
31831,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31780,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31736,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31735,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31734,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31731,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31729,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31728,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31712,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31656,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31655,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31654,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31651,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31649,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31640,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31633,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31631,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2
31615,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31613,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31612,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31611,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31577,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31573,"Microsoft-Windows-FilterManager","The operation completed successfully.",4,3
31510,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31509,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31508,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31463,"Microsoft-Windows-Kernel-PnP","The segment is locked and cannot be reallocated.",219,3
31444,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31442,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31434,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10010,2
31428,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31404,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10001,2
31403,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31402,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31401,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3
31378,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31338,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31337,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31336,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
31333,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31323,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31322,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3
31315,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2
